pdb_code,parse_failed,mw,rot_bonds,num_heavy_atoms,formal_charge,num_rings,smiles
4bcn,False,340.4119999999997,4.0,24.0,0.0,3.0,[H]Oc1c([H])c([H])c([H])c(N([H])c2nc([H])c(C#N)c([C@@]3([H])SC(N([H])C([H])([H])[H])=N[C@]3([H])C([H])([H])[H])n2)c1[H]
3bl1,False,365.84199999999987,4.0,24.0,0.0,3.0,[H]c1c([H])c([H])c2c(c1[H])N(N([H])C(=O)c1c([H])c([H])c(Cl)c(S(=O)(=O)N([H])[H])c1[H])[C@@]([H])(C([H])([H])[H])C2([H])[H]
2xdx,False,235.6740000000001,3.0,16.0,0.0,2.0,[H]c1c(Cl)nc(N([H])[H])nc1-c1c([H])c([H])c([H])c([H])c1OC([H])([H])[H]
1d7j,False,88.10599999999995,3.0,6.0,0.0,0.0,[H]OC([H])([H])C([H])([H])C(=O)C([H])([H])[H]
4ipi,False,134.08700000000005,4.0,9.0,0.0,0.0,[H]OC(=O)C([H])([H])[C@]([H])(O[H])C(=O)O[H]
1ogd,False,150.13000000000008,4.0,10.0,0.0,1.0,[H]O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
4eo6,False,389.5609999999996,4.0,27.0,0.0,2.0,[H]OC(=O)c1sc(C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1N(C(=O)[C@]1([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
5sz2,False,261.3019999999999,4.0,18.0,0.0,2.0,[H]C(=O)c1c([H])c([H])c([H])c(-c2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2[H])c1[H]
3dnd,False,190.27100000000007,3.0,13.0,0.0,2.0,[H]c1nc(N([H])[H])sc1C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
2vo4,False,169.20500000000004,3.0,11.0,0.0,1.0,[H]SC([H])([H])c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H]
5vja,False,349.8029999999999,4.0,23.0,0.0,3.0,[H]c1c([H])c(Cl)c([H])c(-n2nc([H])c3c(=O)n([H])c(S[C@@]([H])(C(=O)N([H])[H])C([H])([H])[H])nc32)c1[H]
3mhc,False,342.44599999999974,4.0,22.0,0.0,5.0,[H]N(c1nnc(S(=O)(=O)N([H])[H])s1)C(=O)[C@]12C([H])([H])[C@@]3([H])C([H])([H])[C@]([H])(C([H])([H])[C@]([H])(C3([H])[H])C1([H])[H])C2([H])[H]
2cht,False,228.20000000000007,3.0,16.0,0.0,2.0,[H]OC(=O)[C@]12C([H])=C([H])[C@@]([H])(O[H])[C@]([H])(O[C@]([H])(C(=O)O[H])C1([H])[H])C2([H])[H]
7std,False,334.67399999999964,4.0,20.0,0.0,2.0,[H]c1c([H])c([C@]([H])(N([H])C(=O)[C@@]2(C([H])([H])C([H])([H])[H])C(Cl)(Cl)[C@]2([H])C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1Cl
3h1x,False,357.7929999999998,4.0,25.0,0.0,3.0,[H]OC(=O)C([H])([H])c1c(C([H])([H])[H])n(C(=O)c2c([H])c([H])c(Cl)c([H])c2[H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c12
3ekr,False,297.3539999999996,4.0,22.0,0.0,3.0,[H]Oc1c([H])c([H])c(C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@]2([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[H])c(O[H])c1[H]
2wnj,False,308.38099999999963,4.0,23.0,0.0,3.0,[H]/C(=C1\C(c2c([H])nc([H])c([H])c2[H])=NC([H])([H])C([H])([H])C1([H])[H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1OC([H])([H])[H]
5b5f,False,304.32699999999977,3.0,21.0,0.0,3.0,[H]C1=NC(=O)c2c(oc(-c3c([H])c([H])c([H])c(S(=O)(=O)N([H])C([H])([H])[H])c3[H])c2[H])C1([H])[H]
6pi6,False,197.24200000000016,4.0,14.0,0.0,1.0,[H]N(c1nc(=O)nc(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])n1[H])C([H])([H])C([H])([H])[H]
4ij1,False,257.245,4.0,19.0,0.0,2.0,[H]OC(=O)c1c([H])c([H])c([H])c([H])c1N([H])c1c([H])c([H])c([H])c([H])c1C(=O)O[H]
3sk2,False,284.2709999999998,4.0,21.0,0.0,3.0,[H]OC(=O)c1c([H])c([H])c([H])c2nc3c(C([H])([H])O[H])c([H])c([H])c(OC([H])([H])[H])c3nc12
2vba,False,232.30800000000008,3.0,16.0,0.0,2.0,[H]c1c([H])c([H])c(N([H])c2nc(C([H])([H])[H])c(C(=O)C([H])([H])[H])s2)c([H])c1[H]
4ovg,False,306.7489999999996,3.0,21.0,0.0,3.0,[H]OC(=O)[C@@]1([H])C([H])([H])c2c(c3c([H])c(Cl)c([H])c([H])c3n2C([H])([H])C(=O)N([H])[H])C([H])([H])C1([H])[H]
6ced,False,232.23900000000006,3.0,17.0,0.0,2.0,[H]OC(=O)C([H])([H])C([H])([H])c1nc2c([H])c([H])c([H])c([H])c2c(=O)n1C([H])([H])[H]
4uye,False,394.4749999999997,4.0,29.0,0.0,4.0,[H]c1c([H])c([H])c(C(=O)N([H])c2c(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c3c(c2[H])n(C([H])([H])[H])c(=O)n3C([H])([H])[H])c(OC([H])([H])[H])c1[H]
3wtm,False,254.67700000000008,3.0,17.0,0.0,2.0,[H]/C(=C1/N([H])C([H])([H])C([H])([H])N1C([H])([H])c1c([H])nc(Cl)c([H])c1[H])[N+](=O)[O-]
4ufj,False,161.1570000000001,4.0,11.0,0.0,1.0,[H]OC([H])([H])[C@@]1([H])C([H])([H])N([H])C(=O)[C@@]([H])(O[H])[C@@]1([H])O[H]
2p7g,False,228.2910000000001,4.0,17.0,0.0,2.0,[H]Oc1c([H])c([H])c(C(c2c([H])c([H])c(O[H])c([H])c2[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
5ucj,False,338.3379999999998,3.0,25.0,0.0,4.0,[H]Oc1c(C(=O)n2c([H])c3c([H])c([H])c(F)c([H])c3c2[H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c2onc([H])c12
5zg3,False,354.43099999999976,3.0,25.0,0.0,4.0,[H]C1=C([H])N2C([H])([H])C([H])([H])S(=O)(=O)N([H])[C@@]2([H])C(c2c([H])c([H])c(Oc3c([H])c([H])c([H])c([H])c3[H])c([H])c2[H])=C1[H]
4m8e,False,308.42099999999954,4.0,23.0,0.0,2.0,[H]OC(=O)/C([H])=C(/C([H])=C([H])/C([H])=C(\C([H])=C1\c2c([H])c([H])c([H])c([H])c2[C@@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H])C([H])([H])[H]
2r2w,False,253.30500000000012,4.0,19.0,0.0,2.0,[H]/N=C(/N([H])[H])N([H])c1c([H])c([H])c(C([H])([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
5cp5,False,370.4049999999998,4.0,26.0,0.0,4.0,[H]c1c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c3c4c(c([H])c([H])c([H])c24)C(=O)N3C([H])([H])C([H])([H])[H])c([H])c([H])c1F
4kif,False,164.16000000000005,3.0,12.0,0.0,1.0,[H]OC(=O)C(=O)C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
3wtl,False,254.67700000000008,3.0,17.0,0.0,2.0,[H]/C(=C1/N([H])C([H])([H])C([H])([H])N1C([H])([H])c1c([H])nc(Cl)c([H])c1[H])[N+](=O)[O-]
6r9x,False,247.29800000000014,3.0,18.0,0.0,2.0,[H]c1nc(C([H])([H])N([H])C(=O)C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1[H]
4wiv,False,361.44899999999967,3.0,27.0,0.0,4.0,[H]c1nc([H])c2nc(-c3c([H])c([H])c(-c4c(C([H])([H])[H])noc4C([H])([H])[H])c([H])c3[H])c(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n2c1[H]
6o5t,False,396.9589999999998,4.0,18.0,0.0,2.0,[H]OP(=O)(O[H])C([H])([H])c1c([H])c(=O)n([H])c2c([H])c(Br)c([H])c(Br)c12
5sz1,False,247.3190000000001,3.0,17.0,0.0,2.0,[H]c1c([H])c([H])c(C([H])([H])[H])c(-c2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2[H])c1[H]
6i12,False,392.84599999999983,4.0,28.0,0.0,4.0,[H]c1nn(C([H])([H])[H])c([H])c1N([H])C(=O)c1c([H])n(C([H])([H])c2c([H])c([H])c(Cl)c([H])c2[H])c(=O)c2c([H])c([H])c([H])c([H])c12
3zc5,False,355.4049999999998,3.0,27.0,0.0,5.0,[H]c1nc2c([H])c([H])c([C@@]([H])(c3nnc4c([H])c([H])c(-c5c([H])nn(C([H])([H])[H])c5[H])nn34)C([H])([H])[H])c([H])c2c([H])c1[H]
1lke,False,390.5199999999995,4.0,28.0,0.0,5.0,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@]3([H])[C@]2([H])C([H])([H])[C@@]([H])(O[H])[C@@]2(C([H])([H])[H])[C@]3(O[H])C([H])([H])C([H])([H])[C@]2([H])C2=C([H])C(=O)OC2([H])[H])C1([H])[H]
6i11,False,358.4009999999998,4.0,27.0,0.0,4.0,[H]c1nn(C([H])([H])[H])c([H])c1N([H])C(=O)c1c([H])n(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c(=O)c2c([H])c([H])c([H])c([H])c12
2zjw,False,302.1939999999999,4.0,22.0,0.0,4.0,[H]Oc1c(O[H])c2oc(=O)c3c([H])c(O[H])c(O[H])c4oc(=O)c(c1[H])c2c43
5en3,False,304.68499999999983,4.0,21.0,0.0,3.0,[H]Oc1c([H])c([H])c(-c2oc3c([H])c(Cl)c([H])c(O[H])c3c(=O)c2[H])c([H])c1O[H]
6n7a,False,396.83799999999985,4.0,28.0,0.0,4.0,[H]c1nc([H])c2c([H])n(C([H])([H])[H])nc2c1C(=O)N([H])c1c(-c2c([H])c(Cl)c([H])c([H])c2OC([H])([H])[H])nn(C([H])([H])[H])c1[H]
2azr,False,253.235,4.0,17.0,0.0,2.0,[H]OC(=O)c1sc2nc([H])c([H])c([H])c2c1OC([H])([H])C(=O)O[H]
6i64,False,214.2640000000001,4.0,16.0,0.0,2.0,[H]Oc1c([H])c([H])c(C([H])(c2c([H])c([H])c(O[H])c([H])c2[H])C([H])([H])[H])c([H])c1[H]
1bju,False,288.7379999999997,3.0,20.0,0.0,2.0,[H]/N=C(/c1c([H])c([H])c(N([H])C(=O)N([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H])N([H])[H]
1dzk,False,166.2240000000001,3.0,12.0,0.0,1.0,[H]c1nc(OC([H])([H])[H])c(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])nc1[H]
4f9y,False,326.40299999999974,3.0,25.0,0.0,4.0,[H]c1nc([H])c([H])c(-c2c(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)nnc(N(C([H])([H])[H])C([H])([H])[H])c2[H])c1[H]
5uc4,False,307.34899999999965,4.0,23.0,0.0,3.0,[H]Oc1c([H])c(C([H])=O)c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1C(=O)n1c([H])c2c([H])c([H])c([H])c([H])c2c1[H]
1yda,False,222.25100000000006,3.0,13.0,0.0,1.0,[H]N(C(=O)C([H])([H])[H])c1nnc(S(=O)(=O)N([H])[H])s1
3mzc,False,283.35299999999967,4.0,19.0,0.0,2.0,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1N([H])C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
5fh8,False,302.80499999999967,4.0,21.0,0.0,3.0,[H]c1c([H])c([H])c2c(c1Cl)c(=O)n([H])c1c(C([H])([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])n21
3n4b,False,309.3219999999998,4.0,21.0,0.0,2.0,[H]c1c([H])c(N([H])C(=O)N([H])c2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2[H])c([H])c([H])c1F
5u4d,False,274.70299999999975,4.0,19.0,0.0,2.0,[H]OC(=O)c1c([H])c([H])c([H])c(/C([H])=C(\[H])c2c([H])c([H])c(O[H])c([H])c2Cl)c1[H]
3k97,False,331.79899999999964,4.0,23.0,0.0,3.0,[H]Oc1c([H])c(O[H])c(C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@]2([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[H])c([H])c1Cl
6dpz,False,304.4119999999995,4.0,20.0,0.0,2.0,[H]OC(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])N([H])S(=O)(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
5k8s,False,329.2089999999998,4.0,22.0,0.0,4.0,[H]O[C@]1([H])[C@]2([H])O[P@](=O)(O[H])OC([H])([H])[C@@]2([H])O[C@@]1([H])n1c([H])nc2c(N([H])[H])nc([H])nc21
4zx3,False,329.1939999999998,4.0,19.0,0.0,1.0,[H]ON([H])C(=O)[C@@]([H])(c1c([H])c([H])c(Br)c([H])c1[H])N([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
4bt5,False,134.13100000000003,4.0,9.0,0.0,0.0,[H]OC(=O)[C@](O[H])(C([H])([H])[H])[C@]([H])(O[H])C([H])([H])[H]
5yqx,False,296.3259999999997,3.0,22.0,0.0,4.0,[H]C1=C([H])C1([H])C([H])([H])[C@@]1([H])Oc2c([H])c(-c3c(C([H])([H])[H])noc3C([H])([H])[H])c([H])c([H])c2N([H])C1=O
2ri9,False,134.13100000000003,3.0,9.0,0.0,1.0,[H]OC1([H])[C@]([H])(O[H])C([H])([H])OC([H])([H])[C@@]1([H])O[H]
5qal,False,241.24600000000007,3.0,18.0,0.0,2.0,[H]OC(=O)c1c([H])c([H])c([H])c(-c2c([H])c([H])c(C(=O)N([H])[H])c([H])c2[H])c1[H]
5uln,False,325.38999999999976,4.0,21.0,0.0,2.0,[H]c1c([H])c(N([H])C(=S)N([H])c2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2[H])c([H])c([H])c1F
5sz5,False,247.3190000000001,3.0,17.0,0.0,2.0,[H]c1c([H])c([H])c(C([H])([H])[H])c(-c2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2[H])c1[H]
5u4b,False,240.25800000000007,4.0,18.0,0.0,2.0,[H]OC(=O)c1c([H])c([H])c([H])c(/C([H])=C(\[H])c2c([H])c([H])c(O[H])c([H])c2[H])c1[H]
6p88,False,364.35699999999974,4.0,27.0,0.0,4.0,[H]c1oc(C(=O)N([H])c2c([H])c([H])c([H])c(N([H])C(=O)c3c([H])c([H])c4c(c3[H])OC([H])([H])C([H])([H])O4)c2[H])c([H])c1[H]
1okl,False,250.3230000000001,3.0,17.0,0.0,2.0,[H]c1c([H])c(S(=O)(=O)N([H])[H])c2c([H])c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c2c1[H]
5wyz,False,251.28500000000008,3.0,19.0,0.0,3.0,[H]Oc1c([H])c([H])c(-c2c([H])c([H])nc3c([H])c(O[H])c([H])c([H])c23)c([H])c1C([H])([H])[H]
1sqo,False,263.30399999999986,3.0,20.0,0.0,3.0,[H]/N=C(\c1c([H])c([H])c2c([H])c([H])c([H])c(N([H])c3nc([H])c([H])c([H])n3)c2c1[H])N([H])[H]
4gki,False,331.4229999999996,3.0,25.0,0.0,4.0,[H]c1nc(N([H])[H])c2c(C([H])([H])c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)nn(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2n1
4poh,False,308.42099999999954,4.0,23.0,0.0,2.0,[H]OC(=O)/C([H])=C(/C([H])=C([H])/C([H])=C(\C([H])=C1\c2c(C([H])([H])[H])c([H])c([H])c([H])c2C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H])C([H])([H])[H]
4q0k,False,346.3789999999997,3.0,25.0,0.0,5.0,[H]OC(=O)[C@]1([H])[C@]23C([H])([H])C(=C([H])[H])[C@](O[H])(C([H])([H])C([H])([H])[C@@]2([H])[C@@]24OC(=O)[C@@](C([H])([H])[H])([C@@]12[H])[C@@]([H])(O[H])C([H])=C4[H])C3([H])[H]
3bgq,False,361.3709999999997,3.0,26.0,0.0,4.0,[H]c1c([H])c(-c2nnc3c([H])c([H])c(N([H])C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])nn23)c([H])c(C(F)(F)F)c1[H]
4bt3,False,134.13100000000003,4.0,9.0,0.0,0.0,[H]OC(=O)[C@@](O[H])(C([H])([H])[H])[C@]([H])(O[H])C([H])([H])[H]
5ivy,False,290.70599999999973,4.0,20.0,0.0,2.0,[H]OC(=O)c1c([H])c([H])nc([H])c1N([H])C(=O)C([H])([H])c1c([H])c([H])c(Cl)c([H])c1[H]
3ocp,False,329.2089999999998,4.0,22.0,0.0,4.0,[H]O[C@]1([H])[C@]2([H])O[P@](=O)(O[H])OC([H])([H])[C@@]2([H])O[C@@]1([H])n1c([H])nc2c(N([H])[H])nc([H])nc21
3ed0,False,270.2399999999998,3.0,20.0,0.0,3.0,[H]Oc1c([H])c(O[H])c2c(c1[H])C(=O)c1c([H])c(C([H])([H])[H])c([H])c(O[H])c1C2=O
5cp9,False,140.13800000000006,3.0,10.0,0.0,1.0,[H]OC(=O)C([H])([H])C([H])([H])c1oc([H])c([H])c1[H]
4k4j,False,294.39399999999955,4.0,22.0,0.0,2.0,[H]OC(=O)/C([H])=C(/C([H])=C([H])/C([H])=C(\C([H])=C1\c2c([H])c([H])c([H])c([H])c2C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H])C([H])([H])[H]
2yfa,False,134.08700000000005,4.0,9.0,0.0,0.0,[H]OC(=O)C([H])([H])[C@]([H])(O[H])C(=O)O[H]
5kcb,False,315.41999999999956,4.0,24.0,0.0,4.0,[H]c1c([H])c([H])c([C@@]2([H])c3c([H])c(N([H])[H])c([H])c([H])c3-c3c([H])c([H])c(N([H])[H])c([H])c3N2C([H])([H])C([H])([H])[H])c([H])c1[H]
1srg,False,256.2610000000001,4.0,19.0,0.0,2.0,[H]OC(=O)c1c([H])c([H])c([H])c([H])c1/N=N/c1c([H])c([H])c(O[H])c(C([H])([H])[H])c1[H]
4aq6,False,168.14800000000005,4.0,12.0,0.0,1.0,[H]OC(=O)C([H])([H])c1c([H])c(O[H])c([H])c([H])c1O[H]
4msc,False,286.3339999999997,3.0,22.0,0.0,4.0,[H]c1nc2c([H])c(OC([H])([H])c3nc4c([H])c([H])c([H])c([H])c4c([H])c3[H])c([H])c([H])c2c([H])c1[H]
5n18,False,329.4029999999997,4.0,25.0,0.0,4.0,[H]Oc1c([H])c([H])c(-c2nc3c(C([H])([H])[H])c([H])c([H])c([H])n3c2N([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c1[H]
3dc3,False,222.25100000000006,3.0,13.0,0.0,1.0,[H]N(C(=O)C([H])([H])[H])c1nnc(S(=O)(=O)N([H])[H])s1
5kh3,False,241.69900000000007,3.0,15.0,0.0,2.0,[H]OC(=O)C([H])([H])C([H])([H])c1nc2c([H])c(Cl)c([H])c([H])c2s1
3e92,False,347.41799999999967,4.0,26.0,0.0,4.0,[H]c1c([H])c(C([H])([H])[H])c(-c2c([H])c([H])c(-c3nnc(C([H])([H])[H])o3)c([H])c2C([H])([H])[H])c([H])c1C(=O)N([H])C1([H])C([H])([H])C1([H])[H]
2jdp,False,178.1840000000001,4.0,12.0,0.0,1.0,[H]O[C@]1([H])[C@]([H])(O[H])[C@]([H])(C([H])([H])[H])O[C@@]([H])(OC([H])([H])[H])[C@@]1([H])O[H]
3ryv,False,228.27300000000008,4.0,15.0,0.0,1.0,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])C([H])([H])[H]
5fl4,False,356.43199999999996,4.0,24.0,0.0,4.0,[H]c1c(-c2nnn(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)c2[H])sc(S(=O)(=O)N([H])[H])c1[H]
5sz0,False,233.29200000000006,3.0,16.0,0.0,2.0,[H]c1c([H])c([H])c(-c2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2[H])c([H])c1[H]
3r4m,False,235.6740000000001,3.0,16.0,0.0,2.0,[H]c1c(Cl)nc(N([H])[H])nc1-c1c([H])c([H])c([H])c([H])c1OC([H])([H])[H]
5fnr,False,315.75999999999976,4.0,22.0,0.0,3.0,[H]OC(=O)C([H])([H])[C@@]([H])(c1c([H])c([H])c(Cl)c([H])c1[H])c1c([H])c([H])c2c(nnn2C([H])([H])[H])c1[H]
3zi8,False,148.1580000000001,3.0,10.0,0.0,1.0,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[C@@]1([H])C([H])([H])[H]
1ai5,False,181.14700000000005,3.0,13.0,0.0,1.0,[H]OC(=O)C([H])([H])c1c([H])c([H])c([H])c([N+](=O)[O-])c1[H]
3b4p,False,219.28400000000013,3.0,16.0,0.0,2.0,[H]OC(=O)c1c([H])c([H])c([H])c([H])c1N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
4z1j,False,316.3819999999997,3.0,22.0,0.0,3.0,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])N(C(=O)c1c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c1[H])C([H])([H])C2([H])[H]
1drk,False,150.13000000000008,4.0,10.0,0.0,1.0,[H]O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
6d1a,False,268.2049999999997,4.0,18.0,0.0,2.0,[H]OP(=O)(O[H])C([H])([H])c1c([H])c(=O)oc2c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c12
6i63,False,228.2910000000001,4.0,17.0,0.0,2.0,[H]Oc1c([H])c([H])c(C(c2c([H])c([H])c(O[H])c([H])c2[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
5zaf,False,342.3829999999997,4.0,25.0,0.0,3.0,[H]/N=C(\NC(=O)c1nc(-c2c([H])oc([H])c2[H])c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])nc1N([H])[H])N([H])[H]
3w9r,False,264.3209999999999,4.0,19.0,0.0,1.0,[H]OC(=O)/C([H])=C(\C([H])=C(/[H])[C@@]1(O[H])C(C([H])([H])[H])=C([H])C(=O)C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
1td7,False,282.22099999999983,3.0,20.0,0.0,2.0,[H]OC(=O)c1c(N([H])c2c([H])c([H])c([H])c(C(F)(F)F)c2[H])nc([H])c([H])c1[H]
3qdd,False,318.76799999999974,4.0,22.0,0.0,3.0,[H]c1nc(C([H])([H])n2c([H])nc3c(Cl)nc(N([H])[H])nc32)c(C([H])([H])[H])c(OC([H])([H])[H])c1C([H])([H])[H]
5mz8,False,118.08799999999995,3.0,8.0,0.0,0.0,[H]OC(=O)C([H])([H])C([H])([H])C(=O)O[H]
6h2z,False,344.43599999999964,4.0,24.0,0.0,3.0,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])([H])N(C(=O)c3c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c1[H]
5j3l,False,231.36100000000016,4.0,15.0,0.0,2.0,[H]C1([H])N(S(=O)(=O)C([H])([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C1([H])[H]
3f33,False,178.27500000000015,3.0,13.0,0.0,1.0,[H]Oc1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H]
5za7,False,310.76899999999966,3.0,21.0,0.0,2.0,[H]/N=C(\NC(=O)c1nc(Cl)c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])nc1N([H])[H])N([H])[H]
4qf7,False,344.4509999999995,3.0,25.0,0.0,4.0,[H]OC([H])([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C(=O)C([H])([H])[C@@]21C([H])([H])[H]
1fv0,False,357.27399999999983,4.0,26.0,0.0,4.0,[H]OC(=O)c1c([H])c2c(c3c1c([N+](=O)[O-])c([H])c1c(OC([H])([H])[H])c(O[H])c([H])c([H])c13)OC([H])([H])O2
5cj6,False,264.7559999999999,3.0,18.0,0.0,2.0,[H]O[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])N([H])c1c([H])c([H])c(C#N)c(Cl)c1C([H])([H])[H]
6ql1,False,367.34899999999993,4.0,23.0,0.0,2.0,[H]c1c(C([H])([H])[H])nc(Sc2c(F)c(F)c(S(=O)(=O)N([H])[H])c(F)c2F)nc1C([H])([H])[H]
4bqg,False,271.0989999999998,4.0,17.0,0.0,2.0,[H]Oc1c([H])c(O[H])c([H])c(Oc2c([H])c([H])c(Cl)c(Cl)c2[H])c1[H]
3dd0,False,258.324,4.0,16.0,0.0,2.0,[H]c1c(OC([H])([H])C([H])([H])[H])c([H])c2sc(S(=O)(=O)N([H])[H])nc2c1[H]
1bm7,False,281.2329999999997,3.0,20.0,0.0,2.0,[H]OC(=O)c1c([H])c([H])c([H])c([H])c1N([H])c1c([H])c([H])c([H])c(C(F)(F)F)c1[H]
4djx,False,340.8139999999997,3.0,24.0,0.0,4.0,[H]/N=C1\N(C([H])([H])[H])C(=O)[C@](c2c([H])c([H])c([H])c(-c3c([H])nc([H])c(Cl)c3[H])c2[H])(C2([H])C([H])([H])C2([H])[H])N1[H]
5eis,False,304.7369999999998,3.0,21.0,0.0,3.0,[H]c1c([H])c(C([H])([H])n2c(=O)n([H])c(=O)c3c2nc([H])n3C([H])([H])C([H])([H])[H])c([H])c([H])c1Cl
4nh8,False,399.4659999999996,4.0,29.0,0.0,4.0,[H]c1c(F)c(C(=O)N([H])[H])c(N([H])[C@]2([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c1-n1c([H])c(C([H])([H])[H])c2c1C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C2=O
4q9o,False,354.8369999999997,4.0,25.0,0.0,3.0,[H]c1c([H])c([H])c(-c2noc(C([H])([H])[H])c2C(=O)N([H])c2c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c(Cl)c1[H]
5c3p,False,146.09800000000004,4.0,10.0,0.0,0.0,[H]OC(=O)C(=O)C([H])([H])C([H])([H])C(=O)O[H]
4des,False,254.24100000000004,3.0,19.0,0.0,3.0,[H]Oc1c([H])c(O[H])c2c(=O)c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])oc2c1[H]
